,Model,Sigma_y/E0,k/E0,E1/E0,cohesive_K,DI,Strain000,Strain001,Strain002,Strain003,Strain004,Strain005,Strain006,Strain007,Strain008,Strain009,Strain010,Strain011,Strain012,Strain013,Strain014,Strain015,Strain016,Strain017,Strain018,Strain019,Strain020,Strain021,Strain022,Strain023,Strain024,Strain025,Strain026,Strain027,Strain028,Strain029,Strain030,Strain031,Strain032,Strain033,Strain034,Strain035,Strain036,Strain037,Strain038,Strain039,Strain040,Strain041,Strain042,Strain043,Strain044,Strain045,Strain046,Strain047,Strain048,Strain049,Strain050,Strain051,Strain052,Strain053,Strain054,Strain055,Strain056,Strain057,Strain058,Strain059,Strain060,Strain061,Strain062,Strain063,Strain064,Strain065,Strain066,Strain067,Strain068,Strain069,Strain070,Strain071,Strain072,Strain073,Strain074,Strain075,Strain076,Strain077,Strain078,Strain079,Strain080,Strain081,Strain082,Strain083,Strain084,Strain085,Strain086,Strain087,Strain088,Strain089,Strain090,Strain091,Strain092,Strain093,Strain094,Strain095,Strain096,Strain097,Strain098,Strain099,Strain100
201,A281,0.0088,0.0352,11.59,5972253,79.52,-0.0,0.0008998415417558,0.0017988865096359,0.002697130620985,0.0035939186295503,0.0044872376873661,0.0053718629550321,0.0062438758029978,0.0071016274089935,0.0079398501070663,0.008750278372591,0.0095208137044967,0.010223062098501,0.0108229978586723,0.0113359528907922,0.0117670235546038,0.0121118415417558,0.0123922483940042,0.0126383297644539,0.0128604496788008,0.0130623554603854,0.0132461670235546,0.013416488222698,0.013577130620985,0.01373,0.0138763597430406,0.0140171948608137,0.0141531905781584,0.0142849892933618,0.0144129122055674,0.0145373019271948,0.0146585010706638,0.0147767880085653,0.0148923554603854,0.0150054175588865,0.0151161884368308,0.0152248608137044,0.0153316488222698,0.0154366809421841,0.0155400428265524,0.0156418629550321,0.0157421841541755,0.0158410492505353,0.0159384796573875,0.0160344325481798,0.0161288865096359,0.016221670235546,0.0163125267665952,0.0164008779443254,0.0164847751605995,0.0164453319057815,0.0165226980728051,0.0165964668094218,0.0166711777301927,0.0167463597430406,0.0168215845824411,0.016896488222698,0.0169705995717344,0.0170429978586723,0.0171147323340471,0.0171878372591006,0.0172618629550321,0.0173362740899357,0.0174107708779443,0.0174852034261242,0.0175595074946466,0.017633618843683,0.0177074304068522,0.0177810064239828,0.0178540256959314,0.0179267880085653,0.0179993147751606,0.0180714989293361,0.0181433190578158,0.0182147323340471,0.0182857815845824,0.0183565952890792,0.0184267880085653,0.0184966167023554,0.0185661027837259,0.0186353533190578,0.0187044325481798,0.0187732548179871,0.0188417987152034,0.0189101284796573,0.018978244111349,0.0190461456102783,0.0191137259100642,0.0191810064239828,0.0192480085653104,0.0193147537473233,0.0193813062098501,0.0194476445396145,0.0195137473233404,0.0195796573875803,0.0196453104925053,0.0197106638115631,0.0197758458244111,0.0198407708779443,0.019905374732334,0.0199697216274089
202,A285,0.0163,0.0578,68.61,3727530,101.59,-0.0,0.0010154346895074,0.0020299764453961,0.003043618843683,0.0040563597430406,0.0050681798715203,0.006078800856531,0.0070876231263383,0.0080913704496788,0.0090872805139186,0.0100743683083511,0.0110511777301927,0.0120160385438972,0.0129664453961456,0.013900471092077,0.0148113490364025,0.0156982226980728,0.0165623982869379,0.017397130620985,0.0181980728051391,0.0189551605995717,0.0196580513918629,0.0203013490364025,0.0208926766595289,0.021441113490364,0.0219492505353319,0.022417130620985,0.0228434689507494,0.0232265524625267,0.0235717344753747,0.0238858672376873,0.0241783725910064,0.0244550321199143,0.0247188436830835,0.0249706638115631,0.0252115631691648,0.0254428265524625,0.0256646680942184,0.0258777301927194,0.0260826552462526,0.0262807280513918,0.0264730192719486,0.0266601713062098,0.0268430406852248,0.0270218415417558,0.0271972162740899,0.0273693790149892,0.0275385438972162,0.0277051391862955,0.0278689507494646,0.0280306209850107,0.0281899357601713,0.0283471092077087,0.0285021413276231,0.0286552462526766,0.0288064239828693,0.0289554603854389,0.02910278372591,0.029247965738758,0.0293912205567451,0.0295323340471092,0.0296713062098501,0.0298077087794432,0.0299413276231263,0.0300713062098501,0.0301952890792291,0.0300415417558886,0.0301736616702355,0.0302869379014989,0.0304002141327623,0.0305141327623126,0.0306289079229122,0.0307443254817987,0.0308599571734475,0.0309758029978586,0.0310914346895074,0.0312072805139186,0.0313226980728051,0.0314379014989293,0.0315528907922912,0.0316672376873661,0.0317809421841541,0.0318942184154175,0.0320070663811563,0.0321190578158458,0.0322304068522484,0.032341113490364,0.032451391862955,0.032561670235546,0.0326713062098501,0.0327805139186295,0.0328892933618843,0.0329978586723768,0.0331059957173447,0.0332139186295503,0.0333214132762312,0.0334286937901498,0.0335359743040685,0.0336426124197002,0.0337490364025695,0.0338550321199143
203,A286,0.0163,0.0799,126.75,1185333,128.74,-0.0,0.0010216959314775,0.0020425010706638,0.0030623982869379,0.0040814132762312,0.0050995289079229,0.006116488222698,0.0071313704496788,0.0081414132762312,0.0091435760171306,0.0101374518201284,0.0111214132762312,0.0120931049250535,0.0130507922912205,0.0139916274089935,0.0149101284796573,0.0158064239828693,0.0166796145610278,0.017523340471092,0.0183329978586723,0.0190983725910064,0.019809357601713,0.0204628907922912,0.0210672376873661,0.0216299785867237,0.0221537473233404,0.0226387580299785,0.0230841541755888,0.0234888650963597,0.0238573875802997,0.0241967880085653,0.0245152034261241,0.0248184154175588,0.0251089935760171,0.0253880085653104,0.0256565310492505,0.0259156316916488,0.0261653104925053,0.0264064239828693,0.0266400428265524,0.0268672376873661,0.0270892933618843,0.0273064239828693,0.0275194860813704,0.0277286937901498,0.0279346895074946,0.0281374732334047,0.0283374732334047,0.0285351177730192,0.028730192719486,0.0289229122055674,0.029113704496788,0.0293025695931477,0.0294895074946466,0.0296747323340471,0.029858244111349,0.0300400428265524,0.0302201284796573,0.0303987152034261,0.0305758029978586,0.030751391862955,0.0309252676659528,0.0310976445396145,0.03126852248394,0.0314379014989293,0.0316055674518201,0.0317715203426124,0.0319359743040685,0.0320982869379015,0.0322584582441113,0.0324156316916488,0.0325689507494646,0.0327139186295503,0.0326672376873661,0.0328047109207708,0.0329394004282655,0.0330766595289079,0.0332162740899357,0.0333569593147751,0.0334987152034261,0.0336408993576017,0.0337835117773019,0.0339265524625267,0.0340695931477516,0.0342126338329764,0.0343556745182012,0.0344987152034261,0.0346415417558886,0.0347839400428265,0.0349259100642398,0.0350672376873661,0.0352081370449678,0.0353481798715203,0.0354871520342612,0.0356259100642398,0.0357642398286937,0.0359023554603854,0.0360402569593147,0.0361775160599571,0.0363145610278372,0.0364511777301927
204,A288,0.0158,0.0604,44.1,6644145,132.98,-0.0,0.000999835117773,0.0019987880085653,0.002996852248394,0.0039940256959314,0.0049902997858672,0.0059853104925053,0.0069785010706638,0.0079668736616702,0.0089476231263383,0.0099194646680942,0.0108810706638115,0.0118316059957173,0.0127680085653104,0.0136882226980728,0.0145855888650963,0.0154596788008565,0.0163109207708779,0.0171318629550321,0.0179167023554603,0.0186535546038543,0.0193325695931477,0.0199519271948608,0.0205232119914346,0.0210519271948608,0.0215396145610278,0.0219852248394004,0.0223862955032119,0.0227466809421841,0.0230721627408993,0.0233728051391862,0.0236561027837259,0.0239254817987152,0.0241826552462526,0.0244286937901498,0.0246642398286937,0.0248901498929336,0.0251070663811563,0.0253154175588865,0.0255169164882227,0.0257122055674518,0.0259025695931477,0.0260882226980728,0.0262700214132762,0.0264481798715203,0.026623340471092,0.0267952890792291,0.0269644539614561,0.0271312633832976,0.0272957173447537,0.0274580299785867,0.0276179871520342,0.0277762312633832,0.0279323340471092,0.0280867237687366,0.0282391862955032,0.0283897216274089,0.0285385438972162,0.0286854389721627,0.0288306209850107,0.0289736616702355,0.0291147751605995,0.0292537473233404,0.0293901498929336,0.0295231263383297,0.029651391862955,0.0297629550321199,0.0296899357601713,0.0298023554603854,0.0299143468950749,0.0300276231263383,0.0301421841541755,0.0302578158458244,0.0303743040685224,0.0304914346895074,0.0306089935760171,0.030726766595289,0.030844539614561,0.0309620985010706,0.0310796573875802,0.0311967880085653,0.0313134903640257,0.0314299785867237,0.0315458244111349,0.0316610278372591,0.0317758029978586,0.0318897216274089,0.0320029978586723,0.0321158458244111,0.0322282655246252,0.032340471092077,0.0324522483940042,0.0325635974304068,0.0326747323340471,0.0327854389721627,0.032895931477516,0.0330059957173447,0.0331158458244111,0.0332254817987152,0.0333349036402569,0.0334436830835117
205,A289,0.009,0.0633,154.19,9812310,229.32,-0.0,0.0010388586723768,0.0020768051391862,0.0031137901498929,0.0041474732334047,0.0051694218415417,0.006173340471092,0.0071518415417558,0.0080948822269807,0.0089937259100642,0.0098433618843683,0.0106240256959314,0.0113063169164882,0.0118948394004282,0.012409357601713,0.0128512633832976,0.0132207280513918,0.0135386723768736,0.0138279014989293,0.014095931477516,0.0143463597430406,0.014581113490364,0.0148024411134903,0.0150130192719486,0.015215374732334,0.0154111349036402,0.0156013490364025,0.0157867237687366,0.0159678586723768,0.0161453104925053,0.0163195074946466,0.016490749464668,0.0166593147751605,0.0168254817987152,0.0169894646680942,0.0171514346895074,0.0173115203426124,0.0174698929336188,0.0176266595289079,0.0177818415417558,0.0179355674518201,0.0180878800856531,0.018238800856531,0.0183883725910064,0.0185366381156316,0.0186835546038543,0.0188291648822269,0.0189733832976445,0.0191162312633833,0.0192575374732334,0.0193972162740899,0.0195349892933618,0.0196702141327623,0.0198013704496788,0.0199227408993576,0.019910556745182,0.0200275160599571,0.0201457387580299,0.0202649678800856,0.0203852462526766,0.0205063169164882,0.0206279871520342,0.0207501284796573,0.0208725695931477,0.0209952034261241,0.0211179443254817,0.0212407280513918,0.0213634903640256,0.0214860813704496,0.0216087794432548,0.0217312633832976,0.0218535331905781,0.0219755888650963,0.0220976445396145,0.0222190578158458,0.022340471092077,0.0224612419700214,0.0225815845824411,0.0227014989293361,0.0228211991434689,0.0229406852248394,0.0230595289079229,0.0231779443254818,0.0232957173447537,0.023413062098501,0.0235299785867237,0.0236466809421841,0.0237629550321199,0.0238790149892933,0.0239946466809421,0.0241100642398286,0.0242252676659528,0.0243400428265524,0.0244543897216274,0.02456852248394,0.0246824411134903,0.024795931477516,0.0249089935760171,0.0250218415417558,0.0251344753747323,0.0252468950749464
206,A290,0.0179,0.0866,136.92,1840071,146.06,-0.0,0.0010279635974304,0.0020550321199143,0.0030811991434689,0.0041064453961456,0.0051307922912205,0.0061542184154175,0.0071761027837259,0.0081951177730192,0.0092085867237687,0.0102144111349036,0.0112121627408993,0.0122007922912205,0.0131778800856531,0.0141420985010706,0.0150918201284796,0.0160220985010706,0.0169311563169164,0.01782,0.0186856102783725,0.0195244753747323,0.0203321627408993,0.0211000856531049,0.0218201284796573,0.022489079229122,0.023110278372591,0.0236927194860813,0.0242389721627409,0.0247505353319057,0.0252278372591006,0.0256691648822269,0.0260745182012847,0.026447965738758,0.0267950749464668,0.0271224839400428,0.0274355460385438,0.0277366167023554,0.0280269807280513,0.0283074946466809,0.0285790149892933,0.0288421841541755,0.0290970021413276,0.0293443254817987,0.0295850107066381,0.0298197002141327,0.0300494646680942,0.0302747323340471,0.0304961456102783,0.0307141327623126,0.0309286937901498,0.031140471092077,0.0313494646680942,0.0315558886509636,0.0317601713062098,0.0319620985010706,0.0321620985010706,0.0323599571734475,0.0325561027837259,0.0327505353319057,0.0329430406852248,0.0331340471092077,0.033323340471092,0.0335111349036402,0.0336972162740899,0.0338817987152034,0.0340648822269807,0.0342462526766595,0.0344261241970021,0.0346044967880085,0.0347811563169164,0.0349561027837259,0.0351293361884368,0.0353004282655246,0.0354693790149893,0.0356355460385439,0.0357976445396145,0.0359520342612419,0.0359197002141327,0.0360576017130621,0.0362,0.0363456102783725,0.0364933618843683,0.0366426124197002,0.0367927194860813,0.0369434689507494,0.0370944325481798,0.0372460385438972,0.0373974304068522,0.0375492505353319,0.0377008565310492,0.0378524625267666,0.0380038543897216,0.038154817987152,0.0383051391862955,0.038454817987152,0.038603426124197,0.0387511777301927,0.0388982869379015,0.0390453961456102,0.0391920770877944,0.0393383297644539
207,A291,0.0103,0.0974,182.34,7429693,225.46,-0.0,0.0010408137044967,0.0020807152034261,0.0031197002141327,0.0041572376873661,0.0051885867237687,0.0062071734475374,0.0072095289079229,0.0081897002141327,0.0091403211991434,0.0100537473233404,0.0109293361884368,0.0117560171306209,0.0125129550321199,0.0131832119914346,0.0137797644539614,0.0143147323340471,0.0147901284796573,0.0152057173447537,0.0155736402569593,0.0159116916488222,0.016229914346895,0.0165316059957173,0.0168191220556745,0.0170937473233404,0.0173571734475374,0.0176117344753747,0.0178594218415417,0.0181013062098501,0.0183382869379015,0.0185710706638115,0.0188001070663811,0.0190258029978586,0.01924852248394,0.0194685653104925,0.0196861241970021,0.0199014561027837,0.0201147109207708,0.0203259957173447,0.0205355032119914,0.0207433190578158,0.0209496145610278,0.0211544753747323,0.0213579443254817,0.0215601713062098,0.0217610278372591,0.0219605995717344,0.0221593147751606,0.0223565310492505,0.0225528907922912,0.0227481798715203,0.0229423982869379,0.0231357601713062,0.0233280513918629,0.0235192719486081,0.0237094218415417,0.0238987152034261,0.0240869379014989,0.0242740899357601,0.0244601713062098,0.0246449678800856,0.0248286937901498,0.0250109207708779,0.0251914346895074,0.0253698072805139,0.0255453961456102,0.0257156316916488,0.0258537473233404,0.0259704496788008,0.0261192719486081,0.0262758029978586,0.0264357601713062,0.0265976445396145,0.0267608137044967,0.0269248394004282,0.0270897216274089,0.027254817987152,0.027420556745182,0.0275862955032119,0.0277522483940042,0.0279182012847965,0.0280843683083511,0.0282503211991434,0.0284162740899357,0.028582226980728,0.028747965738758,0.0289134903640257,0.0290790149892933,0.0292443254817987,0.0294094218415417,0.0295740899357601,0.0297385438972162,0.0299021413276231,0.0300653104925053,0.0302278372591006,0.0303892933618843,0.0305503211991434,0.0307109207708779,0.0308713062098501,0.0310314775160599,0.0311912205567451
208,A292,0.006,0.064,124.86,3544715,77.14,-0.0,0.0010310278372591,0.0020611413276231,0.0030863597430406,0.0040909850107066,0.0050607922912205,0.0059732548179871,0.0068106209850107,0.0075220556745182,0.0080948608137044,0.0085579229122055,0.0089159100642398,0.0092145824411134,0.0094815417558886,0.0097239186295503,0.0099467023554603,0.0101558886509635,0.0103555032119914,0.0105477087794432,0.0107337901498929,0.010914817987152,0.0110914989293361,0.0112643683083511,0.0114339186295503,0.011600471092077,0.0117644325481798,0.0119260385438972,0.0120855674518201,0.0122431691648822,0.0123990578158458,0.0125533832976445,0.0127063169164882,0.0128579443254817,0.0130083511777301,0.0131576445396145,0.0133058458244111,0.013453062098501,0.0135992505353319,0.0137444967880085,0.0138887580299785,0.0140320342612419,0.0141743254817987,0.0143155888650963,0.0144557815845824,0.014594817987152,0.0147325481798715,0.0148686937901498,0.0150027408993576,0.0151331263383297,0.0152514346895074,0.0153096573875803,0.0154242184154175,0.0155432548179871,0.0156638329764453,0.0157850749464668,0.0159067237687366,0.0160287366167023,0.0161510278372591,0.0162735974304068,0.0163964025695931,0.016519357601713,0.0166424197002141,0.0167655032119914,0.0168885438972162,0.0170115417558886,0.0171344539614561,0.0172572376873661,0.0173798929336188,0.0175023768736616,0.0176246895074946,0.0177468308351177,0.017868800856531,0.017990556745182,0.0181120985010706,0.0182334047109207,0.0183543254817987,0.0184749036402569,0.0185952890792291,0.0187152248394004,0.0188346895074946,0.018953982869379,0.019073062098501,0.0191916488222698,0.0193097644539614,0.0194273875802997,0.0195446252676659,0.0196614346895074,0.0197778586723768,0.019893982869379,0.0200098501070663,0.0201254175588865,0.0202405139186295,0.0203553961456102,0.02047,0.02058426124197,0.0206982226980728,0.0208118629550321,0.0209252034261241,0.021038244111349,0.0211510278372591,0.021263618843683
209,A293,0.013,0.0923,57.08,6646744,240.37,-0.0,0.0010109635974304,0.0020210385438972,0.0030302141327623,0.0040384796573875,0.0050454817987152,0.0060497644539614,0.0070467451820128,0.0080337901498929,0.0090089293361884,0.0099700856531049,0.010913897216274,0.0118341113490364,0.012726488222698,0.0135917558886509,0.0144214775160599,0.0152053319057815,0.015926573875803,0.0165779443254818,0.0171716488222698,0.0177158458244111,0.0182123340471092,0.0186599571734475,0.0190602997858672,0.0194217773019271,0.019756488222698,0.0200731691648822,0.0203752462526766,0.02066426124197,0.0209417130620985,0.0212082869379015,0.0214648822269807,0.0217132762312633,0.021954817987152,0.0221905781584582,0.0224216274089935,0.0226483940042826,0.0228713062098501,0.0230907922912205,0.0233072805139186,0.0235211991434689,0.0237323340471092,0.023941113490364,0.0241477516059957,0.0243524625267665,0.0245552462526766,0.0247563169164882,0.0249556745182012,0.0251535331905781,0.0253496788008565,0.025544539614561,0.0257381156316916,0.025930192719486,0.0261209850107066,0.0263104925053533,0.0264989293361884,0.0266860813704496,0.0268721627408993,0.0270569593147751,0.027240471092077,0.0274229122055674,0.0276040685224839,0.0277839400428265,0.0279625267665952,0.0281398286937901,0.0283156316916488,0.0284897216274089,0.0286618843683083,0.0288314775160599,0.0289974304068522,0.0291561027837259,0.029247965738758,0.0293760171306209,0.029519914346895,0.0296693790149892,0.0298216274089935,0.029975374732334,0.0301299785867237,0.0302854389721627,0.0304415417558886,0.0305980728051391,0.030754817987152,0.0309119914346895,0.0310691648822269,0.0312263383297644,0.0313837259100642,0.031541113490364,0.0316982869379015,0.0318554603854389,0.0320124197002141,0.0321691648822269,0.0323256959314775,0.0324817987152034,0.0326374732334047,0.0327927194860813,0.0329468950749464,0.0331002141327623,0.0332531049250535,0.0334053533190578,0.0335571734475374,0.0337087794432548
210,A295,0.0125,0.0887,199.7,8562575,149.93,-0.0,0.0010425310492505,0.0020841477516059,0.0031248394004282,0.0041645824411134,0.0052023768736616,0.0062338758029978,0.0072544111349036,0.0082619700214132,0.0092523768736616,0.0102213704496788,0.0111626980728051,0.0120722912205567,0.0129507922912205,0.0137907066381156,0.0145809207708779,0.0153043254817987,0.0159547109207708,0.0165452462526766,0.0170841327623126,0.0175732762312633,0.0180113062098501,0.018401113490364,0.0187535546038543,0.0190815203426124,0.0193922483940042,0.0196883083511777,0.0199714775160599,0.0202431263383297,0.0205040042826552,0.0207553319057815,0.0209986295503212,0.0212355246252676,0.0214670235546038,0.0216937901498929,0.021916488222698,0.0221355460385439,0.022351391862955,0.0225642398286937,0.0227743040685224,0.0229820128479657,0.0231875802997858,0.0233910064239828,0.023592505353319,0.0237920770877944,0.0239901498929336,0.0241862955032119,0.0243811563169164,0.0245743040685224,0.0247661670235546,0.0249567451820128,0.0251458244111349,0.0253338329764453,0.0255203426124197,0.0257057815845824,0.0258897216274089,0.0260725910064239,0.026254175588865,0.0264344753747323,0.026613704496788,0.0267914346895074,0.0269676659528907,0.0271426124197002,0.0273158458244111,0.0274873661670235,0.0276563169164882,0.0278218415417558,0.0279805139186295,0.0280173447537473,0.0281554603854389,0.0283010706638115,0.0284503211991434,0.0286017130620985,0.0287546038543897,0.0289083511777301,0.0290629550321199,0.0292182012847965,0.0293736616702355,0.0295293361884368,0.0296852248394004,0.029841113490364,0.0299970021413276,0.0301528907922912,0.0303087794432548,0.0304644539614561,0.0306201284796573,0.0307755888650963,0.0309306209850107,0.0310852248394004,0.0312394004282655,0.0313929336188436,0.0315460385438972,0.0316980728051391,0.0318494646680942,0.0320004282655246,0.0321511777301927,0.0323014989293361,0.0324518201284796,0.0326014989293361,0.032750749464668,0.0328997858672376
211,A296,0.0108,0.0455,129.02,9543766,209.91,-0.0,0.0010354432548179,0.0020699785867237,0.0031035974304068,0.0041359528907922,0.0051636402569593,0.0061796788008565,0.0071803854389721,0.0081603640256959,0.0091136616702355,0.0100297644539614,0.01090852248394,0.0117416274089935,0.0125136616702355,0.0132022055674518,0.0138039400428265,0.0143384154175588,0.0148111349036402,0.0152189935760171,0.0155635546038543,0.0158615203426124,0.0161318843683083,0.0163824197002141,0.0166159528907922,0.0168347109207708,0.0170398715203426,0.0172331049250535,0.0174163169164882,0.0175914561027837,0.0177600214132762,0.0179231691648822,0.0180815417558886,0.0182357601713062,0.0183862740899357,0.0185334689507494,0.0186777087794432,0.0188192933618843,0.0189583511777301,0.019095096359743,0.019229635974304,0.0193621413276231,0.0194926766595289,0.0196213276231263,0.0197480942184154,0.0198729764453961,0.0199959743040685,0.02011704496788,0.0202361027837259,0.0203529764453961,0.0204673661670235,0.0205786723768736,0.0206850107066381,0.0207766595289079,0.020636766595289,0.0207383297644539,0.0208357387580299,0.0209327408993576,0.0210298072805139,0.0211270021413276,0.021224175588865,0.0213213490364025,0.0214184154175588,0.0215154175588865,0.0216119914346895,0.0217085653104925,0.0218049250535331,0.0219010706638115,0.0219965738758029,0.0220918629550321,0.0221865096359743,0.0222807280513918,0.0223747323340471,0.02246852248394,0.022561670235546,0.0226543897216274,0.0227466809421841,0.0228383297644539,0.0229297644539614,0.0230207708779443,0.0231111349036402,0.0232010706638115,0.0232910064239828,0.0233805139186295,0.0234698072805139,0.0235588865096359,0.0236475374732334,0.0237357601713062,0.0238237687366167,0.0239113490364025,0.0239985010706638,0.0240854389721627,0.024171948608137,0.024258244111349,0.024343897216274,0.0244295503211991,0.0245145610278372,0.024599357601713,0.0246837259100642,0.0247678800856531,0.024851391862955,0.0249344753747323
212,A297,0.0106,0.0758,144.91,6213488,78.01,-0.0,0.0010364282655246,0.002071948608137,0.0031065524625267,0.004139914346895,0.0051687152034261,0.0061862955032119,0.0071892291220556,0.0081724197002141,0.009130278372591,0.0100529122055674,0.0109399571734475,0.0117839186295503,0.0125702141327623,0.0132768950749464,0.0139001284796573,0.0144579229122055,0.0149565096359743,0.0153946466809421,0.015774175588865,0.0161099785867237,0.0164192077087794,0.0167095289079229,0.0169837259100642,0.0172439186295503,0.0174912419700214,0.0177273661670235,0.0179543040685224,0.0181740685224839,0.0183877944325481,0.0185964668094218,0.0188007280513918,0.0190010492505353,0.0191979014989293,0.0193916274089935,0.0195825481798715,0.0197709421841541,0.0199570021413276,0.0201409207708779,0.0203228479657387,0.0205028907922912,0.0206811777301927,0.0208578372591006,0.0210329336188436,0.0212065952890792,0.0213788436830835,0.0215496788008565,0.0217192719486081,0.0218873661670235,0.0220543897216274,0.022219914346895,0.0223843683083511,0.022547323340471,0.0227092077087794,0.0228695931477516,0.0230284796573875,0.0231860813704496,0.0233417558886509,0.0234952890792291,0.0236462526766595,0.0237922912205567,0.0239254817987152,0.0239426124197002,0.0240702355460385,0.0242019271948608,0.0243361884368308,0.024471948608137,0.0246087794432548,0.0247464668094218,0.0248847965738758,0.0250235546038543,0.0251623126338329,0.0253014989293361,0.0254406852248394,0.0255798715203426,0.0257188436830835,0.0258580299785867,0.0259970021413276,0.0261357601713062,0.0262745182012847,0.0264128479657387,0.0265509635974304,0.0266886509635974,0.0268256959314775,0.0269623126338329,0.0270985010706638,0.0272344753747323,0.0273698072805139,0.0275042826552462,0.0276383297644539,0.0277721627408993,0.0279055674518201,0.0280387580299785,0.0281715203426124,0.0283040685224839,0.0284361884368308,0.0285680942184154,0.0286995717344753,0.028830835117773,0.028961670235546,0.0290922912205567
213,A299,0.012,0.0148,3.7,979842,89.41,-0.0,0.0007508843683083,0.001501096359743,0.0022506209850107,0.0029994860813704,0.0037475802997858,0.0044945182012847,0.0052394860813704,0.0059812205567451,0.0067179443254817,0.0074492933618843,0.0081752248394004,0.0088951605995717,0.0096081370449678,0.0103122483940042,0.0110061027837259,0.0116871948608137,0.0123522483940042,0.0129918415417558,0.0135829122055674,0.0141112205567451,0.0145757601713062,0.0149743040685224,0.0153010064239828,0.0155680942184154,0.0157960813704496,0.015997687366167,0.0161777516059957,0.0163387580299785,0.0164849036402569,0.0166202141327623,0.016747130620985,0.0168674946466809,0.0169822912205567,0.0170922698072805,0.017197965738758,0.0172997858672376,0.0173980942184154,0.0174931905781584,0.0175852676659528,0.0176745182012847,0.017761113490364,0.0178452034261241,0.0179268950749464,0.0180063169164882,0.0180835331905781,0.0181586509635974,0.0182317558886509,0.0183028907922912,0.0183721199143468,0.0184395289079229,0.018505096359743,0.0185689079229122,0.0186309421841541,0.0186911777301927,0.0187495074946466,0.0188057387580299,0.0188595717344753,0.0189103211991434,0.0189560385438972,0.0189455674518201,0.0189729122055674,0.0190101070663811,0.01905,0.0190909421841541,0.0191323126338329,0.0191737687366167,0.0192151391862955,0.0192563383297644,0.0192972591006423,0.0193378800856531,0.0193781798715203,0.0194181156316916,0.0194576017130621,0.0194966595289079,0.0195352034261242,0.0195732976445396,0.0196109207708779,0.0196477944325481,0.0196838329764454,0.0197185438972162,0.0197249678800856,0.0197610706638115,0.0197960813704496,0.0198304496788008,0.0198644539614561,0.0198980299785867,0.0199312633832976,0.0199641541755888,0.019996766595289,0.0200290578158458,0.0200610278372591,0.0200927194860813,0.0201240899357601,0.0201552248394004,0.0201860599571734,0.0202165952890792,0.0202467237687366,0.020276573875803,0.0203061884368308,0.0203355460385438
214,B000,0.0102,0.0187,46.58,7541989,233.79,-0.0,0.001611113490364,0.0032199357601713,0.0048210706638115,0.0063945182012847,0.0078893361884368,0.0092346895074946,0.0104086081370449,0.0114322055674518,0.0123207922912205,0.0130943254817987,0.0137658672376873,0.014360556745182,0.0148931263383297,0.0153685438972162,0.0157828693790149,0.0161388222698072,0.0164503640256959,0.0167282655246252,0.0169798929336188,0.0172103211991434,0.0174228693790149,0.0176204496788008,0.0178053104925053,0.0179792719486081,0.0181436830835117,0.0182995503211991,0.0184477730192719,0.0185890578158458,0.0187240471092077,0.0188533832976445,0.0189775802997858,0.0190970877944325,0.0192122483940042,0.0193234047109207,0.0194307922912205,0.0195346680942184,0.0196352890792291,0.0197329336188436,0.0198277516059957,0.019919914346895,0.0200096788008565,0.0200972162740899,0.0201826980728051,0.0202662740899357,0.0203480299785867,0.0204281156316916,0.0205065738758029,0.0205834689507494,0.0206588865096359,0.0207328693790149,0.0208054389721627,0.0208767023554603,0.0209467451820128,0.0210155888650963,0.0210833190578158,0.0211499785867237,0.0212155888650963,0.021280192719486,0.0213438115631691,0.0214064668094218,0.0214680942184154,0.0215289079229122,0.0215884368308351,0.021647323340471,0.0217053533190578,0.0217623126338329,0.0218186295503211,0.0218738758029978,0.0219284796573875,0.0219826552462526,0.0220357601713062,0.0220884368308351,0.022140471092077,0.0221920770877944,0.0222430406852248,0.0222935760171306,0.0223434689507494,0.0223929336188436,0.0224421841541755,0.0224907922912205,0.0225389721627409,0.0225865096359743,0.0226338329764453,0.0226807280513918,0.0227271948608137,0.0227732334047109,0.0228190578158458,0.0228642398286937,0.0229089935760171,0.0229533190578158,0.0229974304068522,0.0230408993576017,0.0230839400428265,0.0231265524625267,0.0231689507494646,0.0232107066381156,0.0232522483940042,0.0232931477516059,0.0233338329764453,0.0233738758029978
