,Model,Sigma_y/E0,k/E0,E1/E0,cohesive_K,DI,Strain000,Strain001,Strain002,Strain003,Strain004,Strain005,Strain006,Strain007,Strain008,Strain009,Strain010,Strain011,Strain012,Strain013,Strain014,Strain015,Strain016,Strain017,Strain018,Strain019,Strain020,Strain021,Strain022,Strain023,Strain024,Strain025,Strain026,Strain027,Strain028,Strain029,Strain030,Strain031,Strain032,Strain033,Strain034,Strain035,Strain036,Strain037,Strain038,Strain039,Strain040,Strain041,Strain042,Strain043,Strain044,Strain045,Strain046,Strain047,Strain048,Strain049,Strain050,Strain051,Strain052,Strain053,Strain054,Strain055,Strain056,Strain057,Strain058,Strain059,Strain060,Strain061,Strain062,Strain063,Strain064,Strain065,Strain066,Strain067,Strain068,Strain069,Strain070,Strain071,Strain072,Strain073,Strain074,Strain075,Strain076,Strain077,Strain078,Strain079,Strain080,Strain081,Strain082,Strain083,Strain084,Strain085,Strain086,Strain087,Strain088,Strain089,Strain090,Strain091,Strain092,Strain093,Strain094,Strain095,Strain096,Strain097,Strain098,Strain099,Strain100
722,D108,0.0055,0.0975,122.38,566434,130.01,-0.0,0.0022724411134903,0.0044603426124197,0.0063165738758029,0.0078674304068522,0.0090679443254818,0.0100545610278372,0.0109195503211991,0.0117057173447537,0.012439914346895,0.0131347965738758,0.01379704496788,0.014430835117773,0.0150390364025695,0.0156255888650963,0.0161933190578158,0.0167452676659528,0.017283704496788,0.0178101713062098,0.0183259100642398,0.0188320770877944,0.0193295289079229,0.0198194004282655,0.0203025910064239,0.0207798929336188,0.0212518843683083,0.0217190578158458,0.0221817987152034,0.0226402569593147,0.0230948608137044,0.0235458244111349,0.0239935760171306,0.0244381156316916,0.0248796573875803,0.0253182012847965,0.025754175588865,0.0261875802997858,0.0266184154175588,0.0270466809421841,0.0274728051391862,0.027896573875803,0.0283182012847965,0.028737687366167,0.0291552462526766,0.0295706638115631,0.0299841541755888,0.0303957173447537,0.0308055674518201,0.0312134903640257,0.0316197002141327,0.0320241970021413,0.0324269807280514,0.0328280513918629,0.033227408993576,0.0336252676659528,0.0340216274089935,0.034416488222698,0.034809635974304,0.0352014989293361,0.0355916488222698,0.0359805139186295,0.0363680942184154,0.0367539614561027,0.0371385438972162,0.0375216274089935,0.0379032119914346,0.0382832976445396,0.0386618843683083,0.0390391862955032,0.0394152034261242,0.0397899357601713,0.0401631691648822,0.0405349036402569,0.0409053533190578,0.0412743040685224,0.0416417558886509,0.0420077087794432,0.0423725910064239,0.0427357601713062,0.0430974304068522,0.0434578158458244,0.043816488222698,0.0441736616702355,0.0445291220556745,0.0448828693790149,0.0452349036402569,0.0455854389721627,0.04593426124197,0.0462811563169164,0.046626766595289,0.0469706638115631,0.047313062098501,0.0476535331905781,0.0479920770877944,0.0483289079229122,0.0486640256959314,0.0489972162740899,0.0493284796573875,0.0496578158458244,0.0499852248394004,0.0503104925053533
723,D109,0.0245,0.0541,92.67,2118678,94.04,-0.0,0.0022348608137044,0.004464817987152,0.0066898929336188,0.0089100642398286,0.0111212633832976,0.0133088436830835,0.015460835117773,0.0175612419700214,0.0195866381156316,0.0215237687366167,0.0233653104925053,0.0251004282655246,0.0267494646680942,0.0283280513918629,0.029840471092077,0.0312910064239828,0.0326790149892933,0.0340017130620985,0.035247323340471,0.0363687366167023,0.0373905781584582,0.0383511777301927,0.0392661670235546,0.0401423982869379,0.0409841541755888,0.0417918629550321,0.0425663811563169,0.0433098501070663,0.0440252676659528,0.0447139186295503,0.0453781584582441,0.0460218415417558,0.0466471092077087,0.047254817987152,0.0478464668094218,0.0484226980728051,0.0489852248394004,0.0495346895074946,0.0500710920770878,0.0505952890792291,0.0511081370449678,0.0516104925053533,0.0521023554603854,0.0525843683083511,0.0530565310492505,0.0535197002141327,0.0539738758029978,0.0544190578158458,0.0548556745182012,0.0552843683083511,0.0557051391862955,0.0561184154175588,0.0565235546038543,0.0569211991434689,0.0573115631691648,0.0576950749464668,0.0580717344753747,0.0584419700214132,0.0588057815845824,0.0591635974304068,0.0595152034261242,0.0598612419700214,0.0602014989293361,0.0605361884368308,0.0608657387580299,0.0611905781584582,0.0615109207708779,0.061826766595289,0.0621381156316916,0.0624451820128479,0.062747965738758,0.0630466809421841,0.0633413276231263,0.0636316916488222,0.0639186295503212,0.0642014989293361,0.0644809421841541,0.0647567451820128,0.0650291220556745,0.0652980728051391,0.0655638115631691,0.0658259100642398,0.0660847965738758,0.066340471092077,0.0665927194860813,0.0668417558886509,0.0670877944325481,0.067330835117773,0.0675708779443254,0.0678077087794432,0.0680415417558886,0.0682725910064239,0.0685004282655246,0.0687254817987152,0.0689477516059957,0.0691670235546038,0.0693835117773019,0.0695970021413276,0.0698077087794432,0.0700158458244111
724,D110,0.0216,0.0524,130.23,7495751,230.86,-0.0,0.0023436402569593,0.0046817773019271,0.0070144111349036,0.0093389935760171,0.011636488222698,0.013886488222698,0.0160665738758029,0.0181472162740899,0.0201124411134903,0.021947965738758,0.0236659528907922,0.0252935760171306,0.0268430406852248,0.0283156316916488,0.0297128479657387,0.0310289079229122,0.0322220556745182,0.0332839400428265,0.0342704496788008,0.0352023554603854,0.0360897216274089,0.0369372591006424,0.0377462526766595,0.0385175588865096,0.039254817987152,0.0399614561027837,0.0406394004282655,0.0412935760171306,0.0419263383297644,0.0425396145610278,0.0431346895074946,0.043713062098501,0.0442762312633833,0.0448246252676659,0.0453588865096359,0.0458802997858672,0.0463895074946466,0.0468869379014989,0.0473730192719486,0.0478481798715203,0.048313062098501,0.0487680942184154,0.0492134903640257,0.0496494646680942,0.0500762312633833,0.0504935760171306,0.0509025695931477,0.0513029978586723,0.0516957173447537,0.0520807280513918,0.0524586723768736,0.0528295503211991,0.0531940042826552,0.0535520342612419,0.0539036402569593,0.0542490364025695,0.0545884368308351,0.0549224839400428,0.055251391862955,0.0555749464668094,0.0558937901498929,0.0562077087794432,0.0565175588865096,0.0568231263383297,0.0571244111349036,0.0574218415417558,0.0577149892933618,0.0580042826552462,0.0582897216274089,0.0585713062098501,0.0588492505353319,0.0591237687366167,0.0593948608137045,0.0596625267665952,0.0599269807280513,0.0601880085653104,0.0604460385438972,0.0607010706638115,0.0609528907922912,0.0612012847965738,0.0614468950749464,0.0616895074946466,0.0619289079229122,0.0621657387580299,0.0623997858672376,0.0626310492505353,0.0628595289079229,0.0630852248394004,0.0633083511777302,0.0635286937901499,0.0637462526766595,0.0639612419700214,0.0641736616702355,0.0643835117773019,0.0645907922912205,0.0647952890792291,0.0649972162740899,0.065196573875803,0.065393147751606,0.0655869379014989
725,D111,0.0179,0.0232,70.22,9781502,137.32,-0.0,0.0021558244111349,0.0043071734475374,0.0064540899357601,0.0085912633832976,0.0106949892933618,0.0127446038543897,0.0147049464668094,0.0165476445396145,0.0182557387580299,0.0198394432548179,0.0213275160599571,0.0227306209850107,0.0240481798715203,0.0252781584582441,0.0263796573875803,0.0273391862955032,0.0282184154175588,0.0290389721627409,0.0298115631691648,0.0305366167023554,0.0312158458244111,0.0318546038543897,0.0324558886509636,0.0330252676659528,0.0335670235546038,0.0340841541755888,0.034578800856531,0.0350535331905781,0.0355085653104925,0.0359458244111349,0.0363668094218415,0.036771948608137,0.0371620985010706,0.0375387580299785,0.0379023554603854,0.0382535331905781,0.0385927194860813,0.0389203426124197,0.0392368308351177,0.0395426124197002,0.0398385438972162,0.0401241970021413,0.0404004282655246,0.0406676659528907,0.0409269807280513,0.0411781584582441,0.0414220556745182,0.0416584582441113,0.0418884368308351,0.0421124197002141,0.042330835117773,0.0425434689507494,0.042750749464668,0.0429528907922912,0.0431501070663811,0.0433426124197002,0.0435304068522483,0.0437134903640256,0.0438922912205567,0.0440670235546038,0.044237687366167,0.0444049250535331,0.0445683083511777,0.0447282655246252,0.0448845824411134,0.045037687366167,0.0451875802997858,0.0453340471092077,0.0454773019271948,0.0456175588865096,0.0457546038543897,0.0458888650963597,0.0460203426124197,0.0461490364025696,0.0462751605995717,0.0463982869379015,0.0465186295503212,0.0466364025695931,0.0467511777301927,0.0468633832976445,0.0469730192719486,0.0470796573875803,0.0471837259100642,0.0472850107066381,0.0473835117773019,0.0474794432548179,0.0475730192719486,0.0476638115631691,0.0477520342612419,0.0478379014989293,0.0479211991434689,0.0480019271948608,0.0480800856531049,0.0481554603854389,0.0482284796573875,0.0482989293361884,0.0483670235546038,0.0484325481798715,0.0484952890792291,0.0485550321199143
726,D112,0.0242,0.0829,157.86,7576827,238.12,-0.0,0.0023880299785867,0.0047702569593147,0.0071467451820128,0.0095167451820128,0.011869357601713,0.0141844111349036,0.0164486937901498,0.0186407922912205,0.0207388650963597,0.0227353319057815,0.0246167023554603,0.0263944325481798,0.0280914346895074,0.0297169164882227,0.0312749464668094,0.0327648822269807,0.0341862955032119,0.0355248394004282,0.0367295503211991,0.0378321199143468,0.0388730192719486,0.0398676659528907,0.040823340471092,0.0417432548179871,0.0426306209850107,0.0434850107066381,0.0443083511777301,0.0451047109207708,0.0458751605995717,0.0466220556745182,0.0473492505353319,0.0480580299785867,0.0487498929336188,0.0494259100642398,0.0500875802997858,0.0507357601713062,0.0513713062098501,0.0519944325481798,0.0526055674518201,0.0532057815845824,0.0537957173447537,0.0543755888650963,0.0549456102783725,0.055506209850107,0.0560578158458244,0.0566008565310492,0.0571353319057815,0.057661670235546,0.0581798715203426,0.0586903640256959,0.059193147751606,0.0596877944325481,0.0601749464668094,0.0606550321199143,0.0611284796573875,0.0615952890792291,0.0620561027837259,0.0625109207708779,0.0629597430406852,0.0634029978586723,0.063840471092077,0.0642728051391862,0.0646997858672377,0.0651216274089935,0.0655387580299785,0.0659511777301927,0.0663586723768736,0.0667614561027837,0.0671597430406852,0.0675537473233404,0.0679436830835117,0.0683297644539614,0.0687119914346895,0.0690903640256959,0.0694653104925053,0.0698368308351177,0.0702047109207708,0.0705691648822269,0.0709299785867237,0.0712875802997858,0.0716413276231263,0.0719918629550321,0.0723391862955032,0.0726835117773019,0.0730244111349036,0.0733623126338329,0.0736970021413276,0.0740286937901499,0.0743573875802997,0.0746832976445396,0.0750059957173447,0.0753259100642398,0.0756428265524625,0.0759569593147751,0.0762676659528907,0.076575374732334,0.0768805139186295,0.0771828693790149,0.0774824411134903,0.0777792291220556
727,D113,0.0106,0.0118,26.95,4816174,140.24,-0.0,0.0017182548179871,0.0034338543897216,0.0051451605995717,0.0068343897216274,0.0084745610278372,0.0100123126338329,0.011422505353319,0.0127217773019271,0.0139189721627409,0.01499704496788,0.0158807708779443,0.0166525267665952,0.0173545610278372,0.0179909421841541,0.0185672162740899,0.0190943683083511,0.0195815631691648,0.0200343040685224,0.020456209850107,0.0208500428265524,0.0212182226980728,0.0215633832976445,0.0218871520342612,0.0221912205567451,0.0224773019271948,0.0227460385438972,0.0229982869379015,0.0232349036402569,0.0234576017130621,0.0236678800856531,0.0238676659528907,0.0240571734475374,0.024237687366167,0.0244100642398286,0.0245743040685224,0.0247312633832976,0.0248813704496788,0.0250252676659528,0.0251638115631691,0.0252970021413276,0.0254254817987152,0.0255498929336188,0.0256700214132762,0.0257862955032119,0.0258991434689507,0.0260092077087794,0.0261160599571734,0.0262201284796573,0.0263216274089935,0.026420556745182,0.026517130620985,0.0266113490364025,0.0267032119914346,0.0267929336188436,0.0268805139186295,0.0269661670235546,0.0270496788008565,0.0271312633832976,0.0272111349036402,0.0272888650963597,0.0273648822269807,0.0274389721627409,0.0275113490364025,0.0275817987152034,0.0276503211991434,0.027717130620985,0.027782226980728,0.0278456102783725,0.0279072805139186,0.0279672376873661,0.0280254817987152,0.0280820128479657,0.0281368308351177,0.0281899357601713,0.0282413276231263,0.0282912205567451,0.0283396145610278,0.0283862955032119,0.0284312633832976,0.0284747323340471,0.0285167023554603,0.0285567451820128,0.0285952890792291,0.0286321199143468,0.0286672376873661,0.0287010706638115,0.0287329764453961,0.0287633832976445,0.0287920770877944,0.0288192719486081,0.0288447537473233,0.02886852248394,0.0288907922912205,0.0289113490364025,0.0289306209850107,0.028947965738758,0.0289635974304068,0.0289775160599571,0.0289899357601713,0.0290006423982869
728,D114,0.0217,0.0852,39.12,2009861,158.46,-0.0,0.0018966745182012,0.0037900428265524,0.0056801284796573,0.0075668950749464,0.0094492933618843,0.0113195717344753,0.0131713062098501,0.0149955888650963,0.0167792505353319,0.0185042184154175,0.0201655246252676,0.021754175588865,0.0232766595289079,0.0247432548179871,0.0261586723768736,0.0275207708779443,0.0288310492505353,0.0300830835117773,0.0312486081370449,0.0322931477516059,0.0332665952890792,0.0341935760171306,0.0350845824411134,0.0359447537473233,0.0367751605995717,0.0375749464668094,0.0383466809421841,0.0390931477516059,0.0398149892933618,0.0405158458244111,0.0411985010706638,0.0418646680942184,0.0425156316916488,0.0431526766595289,0.0437766595289079,0.0443884368308351,0.0449884368308351,0.0455773019271948,0.0461558886509635,0.0467244111349036,0.0472832976445396,0.0478329764453961,0.0483738758029978,0.048906209850107,0.049430192719486,0.0499462526766595,0.050454817987152,0.0509554603854389,0.0514488222698072,0.0519349036402569,0.0524141327623126,0.0528865096359743,0.0533520342612419,0.0538109207708779,0.0542633832976445,0.0547094218415417,0.0551492505353319,0.0555835117773019,0.0560122055674518,0.0564357601713062,0.0568539614561027,0.0572676659528907,0.0576762312633832,0.0580800856531049,0.0584796573875803,0.0588751605995717,0.0592663811563169,0.0596539614561027,0.0600374732334047,0.060417130620985,0.0607931477516059,0.061165096359743,0.061533618843683,0.0618987152034261,0.0622603854389721,0.0626186295503212,0.0629736616702355,0.0633256959314775,0.0636743040685224,0.064019914346895,0.0643627408993576,0.0647025695931477,0.0650394004282655,0.0653734475374732,0.0657047109207708,0.066033618843683,0.0663599571734475,0.0666837259100642,0.0670051391862955,0.067323982869379,0.0676406852248394,0.067954817987152,0.0682665952890792,0.0685762312633833,0.0688835117773019,0.0691884368308351,0.0694910064239828,0.0697912205567451,0.0700892933618843,0.0703852248394004
729,D115,0.0228,0.0819,187.43,124154,130.1,-0.0,0.0022478586723768,0.0044904282655246,0.0067277087794432,0.008951948608137,0.0111407922912205,0.0132822055674518,0.0153665310492505,0.0173720770877944,0.0192883083511777,0.0210983511777301,0.0228209850107066,0.0244706638115631,0.0260561027837259,0.0275783725910064,0.0290372591006424,0.0304316916488222,0.0317552462526766,0.0329758029978586,0.0340764453961456,0.0351019271948608,0.0360747323340471,0.0370049250535331,0.0378978586723768,0.038754817987152,0.0395760171306209,0.040365096359743,0.0411244111349036,0.0418552462526766,0.0425623126338329,0.0432486081370449,0.0439167023554603,0.0445687366167023,0.0452053533190578,0.0458280513918629,0.0464368308351177,0.0470334047109207,0.0476184154175588,0.0481920770877944,0.0487550321199143,0.0493081370449678,0.049851391862955,0.0503850107066381,0.0509094218415417,0.0514248394004282,0.0519314775160599,0.0524297644539614,0.0529201284796573,0.0534029978586723,0.0538785867237687,0.0543475374732334,0.0548100642398287,0.0552659528907922,0.0557158458244111,0.0561597430406852,0.0565980728051391,0.0570310492505353,0.0574588865096359,0.0578815845824411,0.058299357601713,0.0587124197002141,0.0591207708779443,0.0595248394004282,0.0599248394004282,0.0603207708779443,0.0607126338329764,0.0611006423982869,0.0614852248394004,0.0618659528907922,0.0622434689507494,0.0626173447537473,0.0629877944325481,0.063354817987152,0.0637186295503212,0.0640792291220556,0.0644368308351177,0.0647916488222698,0.0651434689507494,0.065492505353319,0.0658389721627409,0.0661824411134903,0.066523340471092,0.0668614561027837,0.0671967880085653,0.0675293361884368,0.0678591006423982,0.0681860813704496,0.0685100642398287,0.0688314775160599,0.0691501070663811,0.0694659528907923,0.0697794432548179,0.0700901498929336,0.0703980728051392,0.070703426124197,0.071006209850107,0.0713064239828693,0.0716040685224839,0.071899357601713,0.072192505353319,0.0724832976445396
730,D116,0.0083,0.0698,3.29,4154574,118.97,-0.0,0.0007828950749464,0.0015650085653104,0.0023463383297644,0.0031267880085653,0.0039053961456102,0.0046794646680942,0.0054474518201284,0.0062092505353319,0.0069629764453961,0.0077054175588865,0.0084326552462526,0.0091353961456102,0.009807408993576,0.0104015845824411,0.0109072162740899,0.0113717344753747,0.0118006852248394,0.0122039614561027,0.0125828051391862,0.0129275802997858,0.0132281156316916,0.0135135760171306,0.0137858672376873,0.0140461670235546,0.0142994218415417,0.014549079229122,0.0147959957173447,0.0150404925053533,0.0152827623126338,0.0155229336188436,0.0157611349036402,0.0159974732334047,0.0162320128479657,0.0164648608137044,0.0166960813704496,0.0169257387580299,0.017153897216274,0.0173805995717344,0.0176059100642398,0.0178298715203426,0.0180525267665952,0.0182739186295503,0.0184941113490364,0.0187131049250535,0.0189309421841541,0.0191476659528907,0.0193633190578158,0.0195779014989293,0.0197914561027837,0.020003982869379,0.0202155460385438,0.0204261456102783,0.0206358029978586,0.020844539614561,0.0210523768736616,0.0212593361884368,0.0214655246252676,0.0216706638115631,0.0218751605995717,0.022078800856531,0.0222815845824411,0.0224835117773019,0.0226847965738758,0.0228852248394004,0.0230850107066381,0.0232839400428265,0.023482226980728,0.0236798715203426,0.0238766595289079,0.0240728051391862,0.0242683083511777,0.0244631691648822,0.0246573875802997,0.0248509635974304,0.025043897216274,0.0252359743040685,0.0254276231263383,0.0256186295503212,0.0258092077087794,0.0259989293361884,0.0261882226980728,0.0263766595289079,0.0265648822269807,0.0267522483940042,0.0269391862955032,0.0271254817987152,0.0273113490364025,0.0274965738758029,0.0276811563169164,0.0278653104925053,0.0280490364025695,0.0282321199143468,0.0284145610278372,0.0285967880085653,0.0287783725910064,0.0289593147751606,0.0291398286937901,0.029319914346895,0.0294995717344753,0.0296785867237687
731,D117,0.0143,0.0362,61.57,6589959,69.12,-0.0,0.0021036745182012,0.0042031477516059,0.0062971948608137,0.0083647537473233,0.0103746895074946,0.0122790149892933,0.0140437901498929,0.0156569164882227,0.0171559743040685,0.0185549678800856,0.0198532334047109,0.0210178586723768,0.0220079229122055,0.0229059957173447,0.0237406852248394,0.0245201284796573,0.0252453961456102,0.0259235546038543,0.0265599571734475,0.0271627408993576,0.0277364025695931,0.0282841541755888,0.0288089935760171,0.0293124197002141,0.0297967880085653,0.0302627408993576,0.0307124197002141,0.0311462526766595,0.0315655246252676,0.0319704496788008,0.0323620985010706,0.0327408993576017,0.0331072805139186,0.0334618843683083,0.0338051391862955,0.0341383297644539,0.0344618843683083,0.0347766595289079,0.0350832976445396,0.035382226980728,0.0356740899357601,0.0359591006423982,0.0362379014989293,0.0365107066381156,0.0367779443254817,0.0370396145610278,0.0372961456102783,0.0375477516059957,0.0377948608137044,0.038037687366167,0.0382760171306209,0.0385100642398286,0.0387400428265524,0.0389663811563169,0.0391892933618843,0.0394085653104925,0.0396250535331905,0.0398387580299785,0.0400494646680942,0.0402576017130621,0.0404629550321199,0.0406659528907922,0.0408663811563169,0.0410642398286937,0.0412599571734475,0.0414531049250535,0.0416441113490364,0.0418329764453961,0.042019914346895,0.0422047109207708,0.0423873661670235,0.0425678800856531,0.0427462526766595,0.0429224839400428,0.0430967880085653,0.0432693790149892,0.0434400428265524,0.0436087794432548,0.0437755888650963,0.043940471092077,0.044103426124197,0.0442646680942184,0.0444237687366167,0.0445811563169164,0.0447366167023554,0.0448903640256959,0.0450421841541755,0.0451920770877944,0.0453402569593147,0.0454862955032119,0.0456304068522483,0.0457725910064239,0.0459128479657387,0.0460507494646681,0.0461867237687366,0.0463207708779443,0.0464528907922912,0.0465830835117773,0.0467113490364025,0.046837687366167
732,D118,0.0112,0.052,76.83,6980559,90.59,-0.0,0.0021863383297644,0.0043678800856531,0.0065236830835117,0.00859426124197,0.0105016916488222,0.0122066595289079,0.0137550535331905,0.0151712205567451,0.0164312205567451,0.0174722912205567,0.0184038758029978,0.0192612419700214,0.0200495931477516,0.0207794218415417,0.0214612419700214,0.0221057815845824,0.0227184154175588,0.023303426124197,0.0238638115631691,0.0244021413276231,0.024920556745182,0.0254203426124197,0.0259029978586723,0.0263691648822269,0.0268192719486081,0.027254817987152,0.0276764453961456,0.028085653104925,0.0284832976445396,0.0288702355460385,0.0292477516059957,0.029616488222698,0.0299768736616702,0.0303297644539614,0.0306755888650963,0.0310143468950749,0.0313468950749464,0.0316736616702355,0.0319948608137044,0.0323109207708779,0.0326218415417558,0.0329282655246252,0.0332304068522483,0.0335284796573875,0.0338224839400428,0.0341132762312633,0.0344008565310492,0.0346854389721627,0.0349668094218415,0.0352456102783725,0.0355216274089935,0.0357950749464668,0.0360661670235546,0.0363346895074946,0.0366010706638115,0.036865096359743,0.037126766595289,0.0373865096359743,0.037643897216274,0.037899357601713,0.0381526766595289,0.0384042826552462,0.0386541755888651,0.0389021413276231,0.0391486081370449,0.0393931477516059,0.0396361884368308,0.0398777301927194,0.040117130620985,0.0403552462526766,0.0405914346895074,0.0408259100642398,0.0410586723768736,0.0412897216274089,0.0415190578158458,0.0417468950749464,0.0419728051391862,0.0421974304068522,0.0424201284796573,0.0426413276231263,0.0428610278372591,0.0430790149892933,0.0432952890792291,0.0435098501070663,0.0437226980728051,0.0439338329764453,0.0441430406852248,0.0443507494646681,0.0445569593147751,0.0447612419700214,0.0449640256959314,0.045165096359743,0.0453644539614561,0.0455623126338329,0.045758244111349,0.0459524625267665,0.0461449678800856,0.0463357601713062,0.0465248394004282,0.0467119914346895
733,D119,0.006,0.0577,121.64,123179,240.34,-0.0,0.0021668950749464,0.0042474518201284,0.0060527408993576,0.0075802569593147,0.0088477301927194,0.0098168094218415,0.0106407922912205,0.0113534689507494,0.0119955674518201,0.0125883725910064,0.013142226980728,0.0136623554603854,0.0141533190578158,0.0146199785867237,0.0150655888650963,0.0154928693790149,0.0159046038543897,0.0163029764453961,0.0166894432548179,0.0170652034261241,0.0174317130620985,0.017789635974304,0.0181398715203426,0.0184832334047109,0.0188204068522483,0.0191521841541755,0.0194791648822269,0.0198017987152034,0.0201203640256959,0.0204351820128479,0.0207464668094218,0.0210545182012847,0.021359635974304,0.0216618843683083,0.021961670235546,0.0222591006423982,0.0225539614561027,0.0228466809421841,0.0231372591006423,0.0234256959314775,0.0237122055674518,0.0239967880085653,0.0242798715203426,0.0245610278372591,0.024840471092077,0.0251186295503212,0.0253950749464668,0.0256702355460385,0.025943897216274,0.0262162740899357,0.0264873661670235,0.0267571734475374,0.0270259100642398,0.0272933618843683,0.0275595289079229,0.0278246252676659,0.0280886509635974,0.0283516059957173,0.0286132762312633,0.0288738758029978,0.0291334047109207,0.0293916488222698,0.0296490364025695,0.0299053533190578,0.0301605995717344,0.0304149892933618,0.0306680942184154,0.0309201284796573,0.0311710920770877,0.0314209850107066,0.0316695931477516,0.031917130620985,0.0321635974304068,0.0324089935760171,0.0326531049250535,0.0328961456102783,0.0331381156316916,0.033378800856531,0.0336184154175588,0.0338565310492505,0.0340933618843683,0.0343289079229122,0.0345629550321199,0.0347957173447537,0.0350271948608137,0.0352571734475374,0.0354858672376873,0.0357132762312633,0.0359391862955032,0.0361638115631691,0.0363867237687366,0.0366085653104925,0.0368289079229122,0.0370477516059957,0.0372653104925053,0.0374813704496788,0.037695931477516,0.0379089935760171,0.0381203426124197,0.0383299785867237
734,D120,0.0096,0.0316,35.31,3020017,171.76,-0.0,0.0018515952890792,0.0037000428265524,0.0055344967880085,0.0073181584582441,0.008980749464668,0.0104823554603854,0.0118501070663811,0.013095096359743,0.0141619700214132,0.0150438758029978,0.0158371948608137,0.0165571520342612,0.0172109207708779,0.0178111991434689,0.0183701284796573,0.0188944753747323,0.0193885438972162,0.0198556102783725,0.0202986295503212,0.0207200428265524,0.0211212847965738,0.0215040685224839,0.0218691648822269,0.0222175588865096,0.0225498929336188,0.0228683083511777,0.0231745182012847,0.0234698072805139,0.023754817987152,0.0240306209850107,0.0242978586723768,0.0245571734475374,0.0248089935760171,0.0250539614561027,0.0252929336188436,0.0255261241970021,0.0257543897216274,0.0259779443254817,0.0261974304068522,0.0264126338329764,0.0266241970021413,0.0268321199143468,0.02703704496788,0.0272389721627409,0.0274381156316916,0.0276346895074946,0.0278286937901498,0.0280203426124197,0.028209635974304,0.0283970021413276,0.0285820128479657,0.028765096359743,0.0289460385438972,0.0291250535331905,0.0293021413276231,0.0294775160599571,0.029651391862955,0.029823340471092,0.0299940042826552,0.0301631691648822,0.0303306209850107,0.0304967880085653,0.0306612419700214,0.0308244111349036,0.0309858672376873,0.0311460385438972,0.0313047109207708,0.0314620985010706,0.0316179871520342,0.0317723768736616,0.0319252676659528,0.0320766595289079,0.032226766595289,0.032375374732334,0.0325229122055674,0.0326689507494646,0.0328134903640256,0.0329569593147751,0.0330987152034261,0.0332394004282655,0.0333785867237687,0.033516488222698,0.0336531049250535,0.0337884368308351,0.0339222698072805,0.034054817987152,0.0341858672376873,0.0343156316916488,0.0344441113490364,0.0345710920770878,0.0346967880085653,0.0348209850107066,0.0349436830835117,0.0350648822269807,0.0351845824411134,0.03530278372591,0.0354192719486081,0.0355346895074946,0.0356486081370449,0.0357610278372591
735,D121,0.0146,0.0653,128.86,8121453,58.5,-0.0,0.0023415631691648,0.0046776231263383,0.0070021627408993,0.0092752248394004,0.0114503211991434,0.0134727194860813,0.0153145182012847,0.0170051391862955,0.0185794432548179,0.0200432548179871,0.0213844967880085,0.0225310492505353,0.0235573875802997,0.0245119914346895,0.0254085653104925,0.0262503211991434,0.0270430406852248,0.0277929336188436,0.0285081370449678,0.0291935760171306,0.0298531049250535,0.0304903640256959,0.0311066381156316,0.0317036402569593,0.0322837259100642,0.0328477516059957,0.0333963597430406,0.033930835117773,0.0344516059957173,0.0349593147751606,0.0354543897216274,0.0359368308351177,0.0364081370449678,0.03686852248394,0.0373190578158458,0.0377601713062098,0.0381922912205567,0.0386156316916488,0.0390314775160599,0.0394398286937901,0.0398413276231263,0.0402364025695931,0.0406254817987152,0.0410085653104925,0.0413862955032119,0.0417586723768736,0.0421256959314775,0.0424877944325481,0.0428453961456102,0.0431985010706638,0.0435475374732334,0.043892505353319,0.044233618843683,0.0445706638115631,0.0449044967880085,0.0452346895074946,0.0455618843683083,0.0458858672376873,0.0462066381156316,0.0465244111349036,0.0468394004282655,0.0471516059957173,0.0474608137044967,0.0477674518201284,0.0480715203426124,0.0483736616702355,0.0486732334047109,0.0489706638115631,0.0492659528907922,0.0495588865096359,0.0498498929336188,0.0501385438972162,0.0504250535331905,0.0507094218415417,0.0509914346895074,0.0512713062098501,0.0515490364025695,0.0518248394004282,0.0520982869379015,0.0523700214132762,0.0526396145610278,0.0529070663811563,0.0531728051391863,0.0534361884368308,0.0536978586723768,0.0539573875802997,0.0542145610278372,0.0544700214132762,0.054723340471092,0.0549745182012847,0.0552237687366167,0.0554708779443254,0.0557160599571734,0.0559588865096359,0.0562,0.0564391862955032,0.0566760171306209,0.0569109207708779,0.0571434689507494,0.0573740899357601
